address_details;city;employee_size;id;keywords;municipality;name;path;searchwords;trade_id;trade_name;workplace_name
Kronstrandsbacken 7, Dals Rostock;Dals Rostock;0;1851558;;80;Karlsson, Lars-Åke Roland;companies/show/1851558;;1098;Blandat jordbruk;
Stenen 3, Mellerud;Mellerud;1-4;1851560;;80;Ja Hektors Täckdikning AB;companies/show/1851560;;1543;Mark- och grundarbeten;
Östadsvägen 159, Gråbo;Mellerud;0;1851561;;80;Hilmér, Henrik Gunnar;companies/show/1851561;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Anolfsbyn Ängarna 3, Mellerud;Mellerud;0;1851568;;80;Johansson Kjörling, Ulf C Christian;companies/show/1851568;;1108;Skogsskötsel;
Svecklingebyn Jonserud 1, Mellerud;Mellerud;0;1851569;;80;Norr, Tor Sebastian;companies/show/1851569;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Västerråda 2, Mellerud;Mellerud;0;1851571;;80;Lundgren, Hans-Olof;companies/show/1851571;;2155;Tävling med hästar;
Kambol 4, Mellerud;Mellerud;0;1851573;Åkeri;80;Berg, Nils Ingvar;companies/show/1851573;;1775;Vägtransport, godstrafik;
Äckerud Kråkedalen 1, Mellerud;Mellerud;0;1851574;;80;Ingvarsson, Lennart Roland;companies/show/1851574;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Erikstad Bön 6, Mellerud;Mellerud;0;1851576;;80;Norenby, Bengt Arne;companies/show/1851576;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Norra Myckeläng 3, Mellerud;Mellerud;0;1851579;;80;Qvist, Morgan Lars-Göran;companies/show/1851579;;1098;Blandat jordbruk;
Skållerud Eriksbyn 1, Mellerud;Mellerud;1-4;1851582;;80;Eriksbyns Blomsterverkstad;companies/show/1851582;;1966;Industri-/produktdesignverksamhet;
Borgan 1, Mellerud;Mellerud;0;1851583;;80;Johansson, Nils-Erik Oskar;companies/show/1851583;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Håltane Gård 1, Mellerud;Mellerud;0;1851584;;80;Geurtsen, Amelie;companies/show/1851584;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Barrud 1, Mellerud;Mellerud;0;1851585;snickare;80;Janveden, Bengt Fredrik;companies/show/1851585;;1555;Byggnadssnickeriarbeten;
Ör Frestersbyn 14, Mellerud;Mellerud;0;1851586;;80;Perme, Lilian Anne-Marie Elizabeth;companies/show/1851586;;2134;Litterärt och konstnärligt skapande;
Södra Rådane 4  Rostad, Mellerud;Mellerud;0;1851589;;80;Dalrostads Småbruk;companies/show/1851589;;1674;Specialiserad butikshandel med kött och charkuterier;
Tillhagen 4, Mellerud;Mellerud;0;1851590;;80;Carlsson, Bengt Olof Kenneth;companies/show/1851590;;1098;Blandat jordbruk;
Ör Hällan 2, Mellerud;Mellerud;0;1851595;;80;Eriksson, Valborg Camilla;companies/show/1851595;;1107;Skogsförvaltning;
Erikstad Berg 2, Mellerud;Mellerud;0;1851596;"bilverkstad
bilreparation
bilreparationer
bilservice
";80;Bysmedjan i Berg;companies/show/1851596;;1575;Allmän service och reparation av motorfordon utom motorcyklar;
Ör Backen 5, Mellerud;Mellerud;0;1851597;;80;Red House Productions;companies/show/1851597;;2133;Stödtjänster till artistisk verksamhet;
Bringsrovägen 14, Dals Rostock;Dals Rostock;1-4;1851598;;80;"AB Finn Högbergs Gräv &amp; Schakt";companies/show/1851598;;1543;Mark- och grundarbeten;
Odengatan 40, Mellerud;Mellerud;;1851599;;80;Aff Fastighetsbolag AB;companies/show/1851599;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Kärragatan 16, Mellerud;Mellerud;;1851600;;80;"R. Berglunds Transport Grus &amp; Maskin AB";companies/show/1851600;;1138;Utvinning av sand, grus och berg utvinning av lera och kaolin;
Famshed 2, Dalskog;Dalskog;5-9;1851601;;80;Kjellins Entreprenad AB;companies/show/1851601;;1107;Skogsförvaltning;
Karolinervägen 41, Dals Rostock;Dals Rostock;0;1851602;;80;Anderberg Stålmontage;companies/show/1851602;;1378;Metallegoarbeten;
Galoppgatan 1, Mellerud;Mellerud;0;1851603;;80;L-Konsult Handelsbolag;companies/show/1851603;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Södra Östanå 1, Mellerud;Mellerud;0;1851605;;80;B o R Handelsbolag;companies/show/1851605;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Järn Bön, Mellerud;Mellerud;0;1851609;;80;Handelsbolaget Skogsnalle;companies/show/1851609;;1114;Övrig service till skogsbruk;
Björkåsen Sjötorp 2, Mellerud;Mellerud;5-9;1851615;snickare;80;Melleruds Dals Bygg Handelsbolag;companies/show/1851615;;1555;Byggnadssnickeriarbeten;
Södra Kroken 2, Mellerud;Mellerud;0;1851616;;80;Lisbeth o Niclas Petterssons Handelsbolag;companies/show/1851616;;1098;Blandat jordbruk;
Stallgatan 7, Mellerud;Mellerud;0;1851617;;80;Laki Skriverier Handelsbolag;companies/show/1851617;;2134;Litterärt och konstnärligt skapande;
Holländarvägen 6, Åsensbruk;Åsensbruk;0;1851618;;80;Larsson, Roy Gunnar;companies/show/1851618;;1996;Övrigt tillhandahållande av personalfunktioner;
Torpgatan 33, Mellerud;Mellerud;0;1851619;;80;Hultman Gullungebyn Allservice;companies/show/1851619;;1108;Skogsskötsel;
Storgatan 89, Mellerud;Mellerud;0;1851624;"akupunktur
sjukgymnastik
fotvård
kiropraktor";80;De Medica Naturae;companies/show/1851624;;2105;Fysioterapeutisk verksamhet o.d;
Karolinervägen 58, Dals Rostock;Dals Rostock;0;1851631;;80;CB Atm Consultant;companies/show/1851631;;1940;Konsultverksamhet avseende företags organisation;
Skurvåsvägen 32, Dalskog;Dalskog;0;1851632;;80;Cojo Byggsupport;companies/show/1851632;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Kaprifolgatan 28, Västra Frölunda;Åsensbruk;0;1851633;;80;Haglund, Björn Erik Reinhold;companies/show/1851633;;1098;Blandat jordbruk;
Skållerud 1, Åsensbruk;Åsensbruk;0;1851635;;80;"Tyg &amp; Hantverksboden i Mld";companies/show/1851635;;1690;Specialiserad butikshandel med textilier;
Östra Järn Vallarna 1, Mellerud;Mellerud;0;1851641;;80;Larsson, Rolf Torsten Arne;companies/show/1851641;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Höga Gård 1, Mellerud;Mellerud;0;1851643;;80;Johnsson, Berthel Anders Paul;companies/show/1851643;;2198;;
Råskog 3, Mellerud;Mellerud;0;1851649;;80;Carlsson, Carl Wilhelm Teofil;companies/show/1851649;;1098;Blandat jordbruk;
Kyrklidsvägen 14, Åsensbruk;Åsensbruk;5-9;1851655;;80;Stubben Hvb AB;companies/show/1851655;;2117;Heldygnsvård med boende för barn och ungdomar med sociala problem;
Upperudsvägen 6, Håverud;Håverud;0;1851656;"Restaurant
Restaurang
Matställe
Bar";80;Herrgården Håverud AB;companies/show/1851656;;1829;Restaurangverksamhet;
Näckrosgatan 6, Mellerud;Mellerud;1-4;1851657;elektriker;80;Mindmill AB;companies/show/1851657;;1546;Elinstallationer;
Ör Bön 2, Mellerud;Mellerud;0;1851663;;80;Eriksson, Per Erik;companies/show/1851663;;1107;Skogsförvaltning;
Landsvägsgatan 10, Mellerud;Mellerud;0;1851664;;80;Gerdén, Frank Anders;companies/show/1851664;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Karolinervägen 11, Dals Rostock;Dals Rostock;0;1851666;;80;Pensionat Granliden Produktion;companies/show/1851666;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Grinstad Södra Hagen 6, Mellerud;Mellerud;1-4;1851667;;80;Pettersson Spetz, Anders Robert;companies/show/1851667;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Örsberg Smekerud 1, Mellerud;Mellerud;0;1851668;;80;Eklund Produktion;companies/show/1851668;;1068;Odling av övriga ett- och tvååriga växter;
Vitsippsvägen 5, Dals Rostock;Dals Rostock;0;1851669;"bilverkstad
bilreparation
bilreparationer
bilservice
";80;Letstech;companies/show/1851669;;1575;Allmän service och reparation av motorfordon utom motorcyklar;
Järn Korsgården 1, Mellerud;Mellerud;0;1851670;;80;"PS Service &amp; Montage";companies/show/1851670;;1489;Reparation av maskiner;
Wibergsgatan 1, Mellerud;Mellerud;1-4;1851671;;80;Oljan i Mellerud AB;companies/show/1851671;;1581;Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar;
Sjögatan 5, Mellerud;Mellerud;0;1851672;;80;Nilsson, Helge Ingemar;companies/show/1851672;;1098;Blandat jordbruk;
Ållerud 3, Mellerud;Mellerud;0;1851678;;80;"Åsa Eliasson &amp; Hans Rudell";companies/show/1851678;;1090;Uppfödning av slaktsvin;
Bergs Säteri 1, Mellerud;Mellerud;0;1851682;;80;Torstensson, Carl Torsten Ingemar;companies/show/1851682;;1107;Skogsförvaltning;
Aspgatan 7, Mellerud;Mellerud;0;1851684;;80;Kräppersruds Entreprenad;companies/show/1851684;;1543;Mark- och grundarbeten;
Glättvägen 6, Åsensbruk;Åsensbruk;0;1851685;;80;Bör Dan Kommanditbolag;companies/show/1851685;;1578;Däckservice;
Hantverkargatan 1, Mellerud;Mellerud;;1851687;"bilhandel
bilhandlare";80;Kickback Sweden AB;companies/show/1851687;;1570;Handel med personbilar och lätta motorfordon;
Bolstad Bodane 3, Mellerud;Mellerud;0;1851689;;80;Rosti, Tommy Jan Roger;companies/show/1851689;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Bolstad Torp Bränningen 1, Mellerud;Mellerud;0;1851691;;80;Manvik Andresen, Glenn;companies/show/1851691;;1567;Övrig specialiserad bygg- och anläggningsverksamhet;
Gunnarsnäs Berg 2, Mellerud;Mellerud;0;1851694;;80;Gustavsson Stable;companies/show/1851694;;1068;Odling av övriga ett- och tvååriga växter;
Bergsgatan 1, Mellerud;Mellerud;1-4;1851695;;80;Smyrnaförsamlingen;companies/show/1851695;;2168;Verksamhet i religiösa samfund;
Åsebro Rudevi, Mellerud;Mellerud;1-4;1851696;;80;Åsebro Idrottsförening;companies/show/1851696;;2152;Sportklubbars och idrottsföreningars verksamhet;
Storgatan 10, Mellerud;Mellerud;1-4;1851698;;80;Dalslands Fotbollsförbund;companies/show/1851698;;2156;Övrig sportverksamhet;
Änggatan 2, Mellerud;Mellerud;1-4;1851699;;80;Melleruds Idrottsförening;companies/show/1851699;;2152;Sportklubbars och idrottsföreningars verksamhet;
Ok-Stugan, Dals Rostock;Dals Rostock;1-4;1851700;;80;Orienteringsklubben Kroppefjäll;companies/show/1851700;;2152;Sportklubbars och idrottsföreningars verksamhet;
Museivägen 3, Håverud;Håverud;1-4;1851701;;80;Skålleruds Fornminnes och Hembygdsförening;companies/show/1851701;;2170;Verksamhet i andra intresseorganisationer;
Syrénvägen 21, Dals Rostock;Mellerud;0;1851702;frisör frisörer frissa hårklippning;80;3c i Mellerud;companies/show/1851702;;2187;Hårvård;
Tingshusgatan 1, Mellerud;Mellerud;1-4;1851706;;80;Mellerud-Holm-Järns Hembygdsförening;companies/show/1851706;;2170;Verksamhet i andra intresseorganisationer;
Rearsbyn, Mellerud;Mellerud;5-9;1851707;;80;Melleruds Ridklubb;companies/show/1851707;;2152;Sportklubbars och idrottsföreningars verksamhet;
Gunvarbyn 8, Mellerud;Mellerud;0;1851710;;80;H - D Produktion;companies/show/1851710;;2133;Stödtjänster till artistisk verksamhet;
Järn Bön, Mellerud;Mellerud;0;1851711;;80;Claes Börje Olsson För Bröderna Olsson;companies/show/1851711;;1098;Blandat jordbruk;
Järn Bråna, Mellerud;Mellerud;1-4;1851712;;80;Christina o Conny Wallin;companies/show/1851712;;1098;Blandat jordbruk;
Ekholmen 10, Mellerud;Mellerud;10-19;1851713;;80;DGT Bygg AB;companies/show/1851713;;1945;Teknisk konsultverksamhet inom bygg och anläggningsteknik;
Håltane Gård 1, Mellerud;Mellerud;1-4;1851716;;80;Geurtsen, Hermannus;companies/show/1851716;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Bolstad Bodane 2, Mellerud;Mellerud;1-4;1851718;;80;Bodane Lantbruk AB;companies/show/1851718;;1083;Mjölkproduktion och uppfödning av nötkreatur och mjölkras;
Åsebro Kvarn, Mellerud;Mellerud;1-4;1851720;;80;Foderspecialisten Tomas Nilsson;companies/show/1851720;;1189;Framställning av beredda fodermedel;
Bäckeforsvägen 2, Dalskog;Dalskog;2000-2999;1851721;;80;Vattenfall Services Nordic AB;companies/show/1851721;;1536;Anläggningsarbeten för el och telekommunikation;Dalskog
Örnäs Kullen 1, Mellerud;Mellerud;0;1851724;;80;Jansson, Ivan Tommy;companies/show/1851724;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Norra Hagen 2, Mellerud;Mellerud;0;1851725;;80;Mikael Bergs Lantbrukstjänst;companies/show/1851725;;1100;Service till växtodling;
Stallgatan 4, Mellerud;Mellerud;1-4;1851726;"bilhandel
bilhandlare";80;"AS Car&#39;s AB";companies/show/1851726;;1570;Handel med personbilar och lätta motorfordon;
Bäcken 1, Håverud;Håverud;0;1851729;;80;Håveruds Vandrarhem;companies/show/1851729;;1824;Vandrarhemsverksamhet;
Åsebro 20, Mellerud;Mellerud;0;1851733;;80;Karlsson, Axel Gunnar;companies/show/1851733;;1098;Blandat jordbruk;
Österrådagatan 6, Mellerud;Mellerud;0;1851734;;80;Ekorrboden;companies/show/1851734;;1764;Övrig detaljhandel ej i butik;
Aritsholmen 1, Mellerud;Mellerud;0;1851736;;80;Carlsson, Bernt Åke Ingemar;companies/show/1851736;;1098;Blandat jordbruk;
Svanefjordsvägen 10 A, Köpmannebro;Köpmannebro;0;1851737;;80;Soundbusiness Hgb;companies/show/1851737;;1857;Ljudinspelning och fonogramutgivning;
Allégatan 2, Mellerud;Mellerud;1-4;1851738;;80;Uwj Portmontage AB;companies/show/1851738;;1369;Tillverkning av dörrar och fönster av metall;
Vibergsön 7 A, Köpmannebro;Köpmannebro;0;1851740;;80;Baeal-Konsult;companies/show/1851740;;1107;Skogsförvaltning;
Östanå 1, Mellerud;Mellerud;0;1851742;;80;Andersson, Inga Margareta;companies/show/1851742;;1084;Uppfödning av andra nötkreatur och bufflar;
Norra Rådane 7, Mellerud;Mellerud;0;1851743;;80;Svensson, Hasse Tommy Ingemar;companies/show/1851743;;1107;Skogsförvaltning;
Svankila Herrebråten 1, Köpmannebro;Köpmannebro;0;1851744;;80;Johansson, Per Axel Vincent;companies/show/1851744;;1098;Blandat jordbruk;
Repslagargatan 14, Mellerud;Mellerud;0;1851745;;80;BN Elteknik;companies/show/1851745;;1098;Blandat jordbruk;
Västergården 8, Mellerud;Mellerud;0;1878642;;80;Hans Ragnar AB;companies/show/1878642;;2191;Övriga konsumenttjänster;
Bäckens Gård 1, Mellerud;Mellerud;;1940234;;80;Biogas Brålanda AB;companies/show/1940234;;1504;Framställning av gas;
Håltane Gård, Mellerud;Mellerud;;2115423;;80;Håltane Gård AB;companies/show/2115423;;1098;Blandat jordbruk;
Torsgatan 24, Mellerud;Mellerud;0;2115438;;80;Berglöv Hermansson, Lisbet Camilla;companies/show/2115438;;2132;Artistisk verksamhet;
Liane 1, Dalskog;Dalskog;5-9;2115443;;80;Lianegruppen AB;companies/show/2115443;;1110;Drivning;
Gatan 5, Mellerud;Mellerud;0;2115444;;80;Hammar, Carl Gustav Robin;companies/show/2115444;;1567;Övrig specialiserad bygg- och anläggningsverksamhet;
Frihamnen 16 B, Göteborg;Åsensbruk;10-19;2148377;;80;Tyre Recycling In Sweden AB;companies/show/2148377;;1283;Tillverkning av andra oorganiska baskemikalier;
Stora Rud 8, Mellerud;Mellerud;0;2159622;;80;Rhg.Entreprenad;companies/show/2159622;;1543;Mark- och grundarbeten;
Ör Åker 1, Mellerud;Mellerud;;2159625;;80;Wrisman Per Gruppen AB;companies/show/2159625;;1694;Specialiserad butikshandel med färger, fernissor och lacker;
Svalungebyn 10, Mellerud;Mellerud;0;2159628;;80;Karlsson, John Kennet Örjan;companies/show/2159628;;2155;Tävling med hästar;
Ör Högen 4, Mellerud;Mellerud;0;2159629;"akupunktur
sjukgymnastik
fotvård
kiropraktor";80;Marias Livsport;companies/show/2159629;;2105;Fysioterapeutisk verksamhet o.d;
Gundlebol 2, Mellerud;Mellerud;0;2159632;;80;Carlsson, Eva Kerstin Birgitta;companies/show/2159632;;1098;Blandat jordbruk;
Sjögatan 10, Mellerud;Mellerud;0;2159634;;80;Teknikkonsult Jonny Blom;companies/show/2159634;;1966;Industri-/produktdesignverksamhet;
Källstorp 2, Mellerud;Mellerud;0;2159639;;80;Larsson, Morgan Jan-Erik;companies/show/2159639;;1098;Blandat jordbruk;
Ryrsvägen 38, Köpmannebro;Köpmannebro;;2159643;;80;Helena Rung Invest AB;companies/show/2159643;;1894;Förvaltning av och handel med värdepapper, för en begränsad och sluten krets av ägare;
Gunnersbyvägen 24, Dalskog;Dalskog;0;2159655;;80;Dalskogs Produkter Björn Conny Johansson KB;companies/show/2159655;;1609;Partihandel med andra livsmedel, bl.a. fisk, skal- och blötdjur;
Vibergsön 29, Köpmannebro;Köpmannebro;0;2159656;;80;Å.C Consulting Handelsbolag;companies/show/2159656;;1935;Skatterådgivning;
Täppan 1, Mellerud;Mellerud;0;2159658;;80;Heni Konsult;companies/show/2159658;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Rörnäsudden 2, Dalskog;Dalskog;0;2159660;;80;"First Take Music &amp; Studios";companies/show/2159660;;2132;Artistisk verksamhet;
Sävarebol 1, Mellerud;Mellerud;0;2159661;;80;Svensson, Mats Håkan;companies/show/2159661;;1098;Blandat jordbruk;
Kabbo 5, Dalskog;Dalskog;0;2159665;;80;Melert, Karin Marianne Elinor;companies/show/2159665;;1107;Skogsförvaltning;
Kanalvägen 9, Håverud;Håverud;20-49;2159669;;80;Nordic Trout Sweden AB;companies/show/2159669;;1123;Fiskodling i sötvatten;Håverud
Byggmästargatan 5, Mellerud;Mellerud;;2159671;;80;Johansson Bygg i Mellerud AB;companies/show/2159671;;1884;Holdingverksamhet i icke-finansiella koncerner;
Industrigatan 8, Mellerud;Mellerud;;2194301;;80;Gåsen 2 i Mellerud AB;companies/show/2194301;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Famsbol 3, Mellerud;Mellerud;1-4;2194309;;80;Pegus Maskin AB;companies/show/2194309;;2084;Personalutbildning;
Täppan 5, Mellerud;Mellerud;0;2235689;elektriker;80;Jockes Alltjänst i Mellerud;companies/show/2235689;;1546;Elinstallationer;
Gamla vägen 35, Åsensbruk;Åsensbruk;0;2235691;"Rörmokare
rörmokeri";80;Mikael Rongemo Snickeri;companies/show/2235691;;1548;Värme- och sanitetsarbeten;
Ed 6, Mellerud;Mellerud;0;2235695;;80;Andersson, Sture Allan Bonny;companies/show/2235695;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Järn Korsgården 1, Mellerud;Mellerud;0;2235703;;80;Helena och Peter Sundström;companies/show/2235703;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Björnebol 41, Mellerud;Mellerud;0;2235711;;80;Landegren, Karl Gustaf Gunnar;companies/show/2235711;;1107;Skogsförvaltning;
Ekarebol Gård 1, Mellerud;Mellerud;0;2249713;;80;Karlander, Anders Henry Johannes;companies/show/2249713;;1098;Blandat jordbruk;
Björkåsen 5, Mellerud;Mellerud;0;2249730;;80;Andersson, Kjell Arne;companies/show/2249730;;1098;Blandat jordbruk;
Bleken 1, Dalskog;Dalskog;0;2709994;;80;Nilsson, Bengt Åke;companies/show/2709994;;1068;Odling av övriga ett- och tvååriga växter;
Västra Vässby 3, Mellerud;Mellerud;1-4;2709997;Åkeri;80;Vässby Transport AB;companies/show/2709997;;1775;Vägtransport, godstrafik;
Lapperud 1, Dalskog;Dalskog;1-4;2710001;"akupunktur
sjukgymnastik
fotvård
kiropraktor";80;Fysiofokus Mellerud AB;companies/show/2710001;;2105;Fysioterapeutisk verksamhet o.d;
Gillesbyn 1, Mellerud;Mellerud;0;2710009;;80;Erving, Sven Erik Patrik;companies/show/2710009;;1098;Blandat jordbruk;
Sandviken 7, Dals Rostock;Dals Rostock;0;2710013;;80;Gergils Almqvist, Lena Gundy;companies/show/2710013;;1762;Ambulerande och tillfällig handel med övriga varor;
Karlavagnsgatan 2, Mellerud;Mellerud;0;2710018;;80;Carlsson, Erik Ingvar André;companies/show/2710018;;1098;Blandat jordbruk;
Bäckens Gård 1, Mellerud;Mellerud;;2710019;;80;Grinstad Gårdsgas AB;companies/show/2710019;;1504;Framställning av gas;
Gillesbyns Gård 1, Mellerud;Mellerud;0;2710024;;80;Erving, Hans Robert;companies/show/2710024;;1100;Service till växtodling;
Grinstad Bäcken 8, Mellerud;Mellerud;0;2710031;;80;Hilmér, Karin;companies/show/2710031;;1098;Blandat jordbruk;
Landsvägsgatan 49, Mellerud;Mellerud;1-4;2710033;;80;Melleruds Redovisningsbyrå AB;companies/show/2710033;;1933;Redovisning och bokföring;
Svankila Svanängen 1, Köpmannebro;Köpmannebro;1-4;2710038;"Restaurant
Restaurang
Matställe
Bar";80;Country Living Dalsland AB;companies/show/2710038;;1829;Restaurangverksamhet;
Högelund Kullen, Dals Långed;Håverud;0;2710039;;80;"Patrik Stridh&#39;s Antik &amp; Kuriosa";companies/show/2710039;;1742;Specialiserad butikshandel med antikviteter och begagnade böcker;
Eldaregatan 10, Mellerud;Mellerud;5-9;2710043;Åkeri;80;Kents Åkeri i Berg AB;companies/show/2710043;;1775;Vägtransport, godstrafik;
Tonsberg 3, Mellerud;Mellerud;0;2710049;;80;Andersson, Kaj Erik Gudmund;companies/show/2710049;;1946;Teknisk konsultverksamhet inom industriteknik;
Box 94, Mellerud;Mellerud;20-49;2710058;;80;Melleruds Pastorat;companies/show/2710058;;2168;Verksamhet i religiösa samfund;
Tjärkil 11, Köpmannebro;Köpmannebro;;2719474;;80;Trestads Stenhuggeri AB;companies/show/2719474;;1340;Huggning, formning och slutlig bearbetning av sten för prydnadsändamål;
Gillesbyn 1, Mellerud;Mellerud;0;2739427;;80;"Erving Robert &amp; Patrik";companies/show/2739427;;1098;Blandat jordbruk;
Grinstad Norra Hagen 4, Mellerud;Mellerud;0;2739428;;80;Hjalmarsson, Rut Inger Marian;companies/show/2739428;;1098;Blandat jordbruk;
Västergården 6, Mellerud;Mellerud;10-19;2739436;;80;Västergården Grunsbo AB;companies/show/2739436;;1098;Blandat jordbruk;
Låttsbyn 1, Dals Rostock;Dals Rostock;0;2739439;;80;Gustafsson, Elin Gun-Britt;companies/show/2739439;;2078;Övrig musik-, dans- och kulturell utbildning;
Bronäs 5, Mellerud;Mellerud;0;2739440;;80;Svensson, Leif Anders Torbjörn;companies/show/2739440;;1098;Blandat jordbruk;
Hålsungebyn 1, Mellerud;Mellerud;;2739446;;80;Af Turism AB;companies/show/2739446;;1826;Campingplatsverksamhet;
Häljerud 1, Mellerud;Mellerud;0;2744844;;80;Lorentzon, Johan Ingemar;companies/show/2744844;;1055;Odling av spannmål (utom ris), baljväxter och oljeväxter;
Svankila Svanängen 1, Köpmannebro;Köpmannebro;0;2807832;;80;Monie Naraine, Marie Christina;companies/show/2807832;;1107;Skogsförvaltning;
Västergården 6, Mellerud;Mellerud;;2807837;;80;Årberg Djur AB;companies/show/2807837;;1098;Blandat jordbruk;
Lefors 2, Mellerud;Mellerud;0;2807838;;80;Sylveson, Anders Thomas;companies/show/2807838;;1089;Uppfödning av smågrisar;
Erikstad Stommen 1, Mellerud;Mellerud;0;2825341;;80;Janveden, Susanne Katrin;companies/show/2825341;;1098;Blandat jordbruk;
Rosenvägen 4, Dals Rostock;Dals Rostock;0;2825356;;80;Ingemar Fredrikssons Mekaniska;companies/show/2825356;;1489;Reparation av maskiner;
Landsvägsgatan 46, Mellerud;Mellerud;1-4;2846074;fastighetsmäklare,mäklare;80;Spakebol AB;companies/show/2846074;;1925;Fastighetsförmedling;Mellerud
Bringsrovägen 53, Dals Rostock;Dals Rostock;;2846075;;80;Vovoid Media Technologies AB;companies/show/2846075;;1873;Databehandling, hosting o.d.;
Gatan 12, Mellerud;Mellerud;0;2846084;;80;Larsson, Sören Björn Henrik;companies/show/2846084;;1543;Mark- och grundarbeten;
Örs Prästgård Gölen 1, Mellerud;Mellerud;0;2891288;;80;Wressel, Jimmy Erik Göran;companies/show/2891288;;1920;Uthyrning och förvaltning av egna eller arrenderade industrilokaler;
Dalsjövägen 33, Köpmannebro;Köpmannebro;0;2891291;;80;Schubert Lindström, Susanne;companies/show/2891291;;2085;Diverse övrig utbildning;
Örnäs 2, Mellerud;Mellerud;1-4;2891301;snickare;80;Takfönster Väst AB;companies/show/2891301;;1555;Byggnadssnickeriarbeten;
Kärragatan 23 B Lgh 1201, Mellerud;Mellerud;0;2909390;"Restaurant
Restaurang
Matställe
Bar";80;Qasim, Omar Bapir;companies/show/2909390;;1829;Restaurangverksamhet;
Bronäs 3, Mellerud;Mellerud;0;2912445;;80;Johansson, Karin Ingegärd;companies/show/2912445;;1098;Blandat jordbruk;
Stora Hästön 3, Köpmannebro;Köpmannebro;0;3003694;;80;Jansson, Nils Jacob;companies/show/3003694;;1107;Skogsförvaltning;
Ed 9, Mellerud;Mellerud;0;3003712;;80;Johansson, Knut Inge Ronny;companies/show/3003712;;1098;Blandat jordbruk;
Hede Hagen 2, Mellerud;Mellerud;;3098330;;80;Nodins Synergieffekt AB;companies/show/3098330;;1946;Teknisk konsultverksamhet inom industriteknik;
Norra Kungsgatan 9  0tr, Mellerud;Mellerud;10-19;3098333;;80;Melleruds Kristna Center;companies/show/3098333;;1743;Specialiserad butikshandel med övriga begagnade varor;Andrahandsbutiken 7:an
Brunnsvägen 122, Dals Rostock;Dals Rostock;0;3098337;;80;Sandlycke Gård;companies/show/3098337;;1098;Blandat jordbruk;
Hede Hagen 2, Mellerud;Mellerud;;3193278;;80;Nodins Keps AB;companies/show/3193278;;1919;Uthyrning och förvaltning av egna eller arrenderade bostäder;
Stafettgatan 1-6, Mellerud;Mellerud;0;3193282;;80;Bostadsrättsföreningen Bollen 1461;companies/show/3193282;;1922;Förvaltning i bostadsrättsföreningar;
Tillhagen Nyet 1, Mellerud;Mellerud;0;3193285;;80;Andersson, Sven Börje Evert;companies/show/3193285;;1098;Blandat jordbruk;
Björnebol Backen, Mellerud;Mellerud;;3227034;;80;Björnebol Förvaltning AB;companies/show/3227034;;1499;Generering av elektricitet;
Stenstorp 1, Mellerud;Mellerud;0;3227044;;80;Karlberg, Leif Gunnar;companies/show/3227044;;1098;Blandat jordbruk;
Näset 1, Mellerud;Mellerud;0;3227045;;80;Norling, Kurt Eddy Jörgen;companies/show/3227045;;1101;Service till husdjursskötsel;
Box 734, Uddevalla;Mellerud;0;3227046;;80;Brandt Fastigheter i Mellerud Kommanditbolag;companies/show/3227046;;1921;Uthyrning och förvaltning av egna eller arrenderade, andra lokaler;
Landsvägsgatan 80, Mellerud;Mellerud;1-4;3227047;;80;Bildelsshopen Mellerud AB;companies/show/3227047;;1581;Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar;
Tjäregraven 3, Mellerud;Mellerud;0;3246579;;80;Live Act;companies/show/3246579;;1991;Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar;
Ör Åker Åkershagarna 1, Mellerud;Mellerud;0;3246580;;80;Åström, Caroline Elisabeth;companies/show/3246580;;1098;Blandat jordbruk;
Ödetorp Ekens 1, Mellerud;Mellerud;0;3246584;;80;Fredrik Ottossons Entrepenad;companies/show/3246584;;1566;Uthyrning av bygg- och anläggningsmaskiner med förare;
